id,run_id,coin,direction,score,confidence,signal_type,signal_state,watchlist,perp_active,spot_active,weighted_flow,price_position,pct_1h,pct_4h,pct_24h,final_score,threshold_score,avg_leverage,avg_liq_distance,longterm_leverage_ratio,highrisk_leverage_ratio,leverage_note,conclusion,risk,reason,created_at,created_at_cn,alert_score,long_score,long_candidate_score,short_candidate_score,signal_category,candidate_state,candidate_gate,candidate_block_reasons,candidate_side
6752,509,UANSEM,bullish,3.96,低,普通趋势,现货主导,observe,0.0,2339351.3390624993,3766355.6558906236,,,,,3.69,8.0,,,,,,只观察 / 等待确认,历史样本/胜率不足；滚动信号现货主导，可能是转账/归集/划转，不等于合约方向；滚动信号钱包集中度过高，可能是单钱包异动；长窗口未成熟，不能按15d/30d成熟信号处理；长期资格未通过：滚动窗口未成熟、钱包集中度过高、现货主导，可能是转账/归集/划转、缺少合约/低杠杆确认；长期多空硬门槛未通过：spot-only/现货主导、钱包集中度过高、长窗口未成熟、缺少合约/低杠杆确认,本轮现货主动变化$2.34M；本轮钱包质量加权资金流$3.77M；主滚动窗口取24h：$56.05M，资金分+0.4；24h$56.05M 质量=0.30 覆盖=79% 钱包=4 持续=10轮/2天；Top3占比92%；现货主导100%且无合约低杠杆确认；长期资格未通过：滚动窗口未成熟、钱包集中度过高、现货主导，可能是转账/归集/划转、缺少合约/低杠杆确认；历史样本不足,2026-07-11 12:22:56,2026-07-11 20:22:56,3.69,0.9000000000000001,0.9000000000000001,0.0,只观察,WATCH,BLOCK,spot-only/现货主导、钱包集中度过高、长窗口未成熟、缺少合约/低杠杆确认,long
6753,509,LAMA,bullish,3.77,低,普通趋势,现货主导,observe,0.0,39104525.06580065,25808986.543428432,,,,,3.6425,8.0,,,,,,只观察 / 等待确认,历史样本/胜率不足；滚动信号现货主导，可能是转账/归集/划转，不等于合约方向；滚动信号钱包集中度过高，可能是单钱包异动；滚动信号持续性不足，不能按长期建仓处理；长窗口未成熟，不能按15d/30d成熟信号处理；长期资格未通过：滚动窗口未成熟、持续性不足、钱包集中度过高、现货主导，可能是转账/归集/划转、缺少合约/低杠杆确认；长期多空硬门槛未通过：spot-only/现货主导、钱包集中度过高、持续性不足、长窗口未成熟、Top1贡献过高(100%)、缺少合约/低杠杆确认,本轮现货主动变化$39.10M；本轮钱包质量加权资金流$25.81M；主滚动窗口取72h：-$1.00B，资金分-0.1；72h-$1.00B 质量=0.05 覆盖=15% 钱包=1 持续=4轮/1天；窗口未成熟：覆盖15%/50% span=11.0h；持续性不足：4/6轮 1/2天；参与钱包少：1/2个；Top1占比100%；存在反向滚动窗口1组，冲突扣分+0.2；长期资格未通过：滚动窗口未成熟、持续性不足、钱包集中度过高、现货主导，可能是转账/归集/划转、缺少合约/低杠杆确认；历史样本不足,2026-07-11 12:22:56,2026-07-11 20:22:56,3.6425,0.71,0.71,0.0,只观察,WATCH,BLOCK,spot-only/现货主导、钱包集中度过高、持续性不足、长窗口未成熟、Top1贡献过高(100%)、缺少合约/低杠杆确认,long
6754,509,SOL,bearish,-1.0675000000000001,低,普通趋势,滚动建仓/减仓,observe,-92272.43735000097,0.0,-18776.48764739055,0.42431706224809823,-0.00832756809388707,-0.10815030973225512,-1.0917639306036149,-0.8999999999999999,8.0,15.543877953882435,250.85242011726524,0.21812892758739091,0.7818710724126084,同向仓位$159.64M，均杠杆=15.5x，均强平距离=250.9%，长期型占比=22%，高风险占比=78%,只观察 / 等待确认,历史样本/胜率不足；长窗口未成熟，不能按15d/30d成熟信号处理；窗口内含断跑gap；长期资格未通过：滚动窗口未成熟、高杠杆占比过高；同方向高杠杆/爆仓边缘仓位占比78%；同方向平均杠杆15.5x，偏短线；长期多空硬门槛未通过：长窗口未成熟、含断跑gap、高杠杆占比过高(78%)、平均杠杆过高(15.5x),主滚动窗口取15d：-$47.83M，资金分-1.6；杠杆健康：低/中杠杆15% 均16.8x；15d-$47.83M 质量=0.75 覆盖=79% 钱包=26 持续=241轮/13天；含断跑gap=1；长期资格未通过：滚动窗口未成熟、高杠杆占比过高；历史样本5，4h胜率0.0%偏低；同方向平均强平距离250.9%较安全；资金费率中性：+0.0013%；流动性可接受：24h成交额$121.11M,2026-07-11 12:22:56,2026-07-11 20:22:56,-0.8999999999999999,-2.8075,0.0,2.8075,只观察,WATCH,BLOCK,长窗口未成熟、含断跑gap、高杠杆占比过高(78%)、平均杠杆过高(15.5x),short
6755,509,LIT,bullish,2.274970947823429,低,普通趋势,滚动建仓/减仓,observe,-53018.47554999999,0.0,-38195.98896514839,0.4551433389544685,0.07916891944080125,0.28443171703882164,4.557191849909223,0.7,8.0,4.890476794680304,31.947487670972766,0.997480942574366,0.002519057425633926,同向仓位$37.33M，均杠杆=4.9x，均强平距离=31.9%，长期型占比=100%，高风险占比=0%,只观察 / 等待确认,历史样本/胜率不足；长窗口未成熟，不能按15d/30d成熟信号处理；窗口内含断跑gap；长期资格未通过：滚动窗口未成熟；长期多空硬门槛未通过：长窗口未成熟、含断跑gap,主滚动窗口取15d：$11.49M，资金分+1.6；杠杆健康：低/中杠杆100% 均4.9x；15d$11.49M 质量=0.75 覆盖=79% 钱包=8 持续=241轮/13天；含断跑gap=1；其他成熟窗口同向确认1组，确认分+0.2；长期资格未通过：滚动窗口未成熟；历史样本不足；该币24h强于BTC；同方向低/中杠杆仓位占比100%；资金费率中性：+0.0013%；流动性可接受：24h成交额$42.71M,2026-07-11 12:22:56,2026-07-11 20:22:56,0.7,3.454970947823429,3.454970947823429,0.0,只观察,WATCH,BLOCK,长窗口未成熟、含断跑gap,long
6756,509,ZEC,bearish,-1.2600000000000002,低,普通趋势,滚动建仓/减仓,observe,-258853.44465000086,0.0,-100483.32628985429,0.48859867330016676,-0.010862051940358806,0.9621712166231258,0.8997967236637656,-0.39999999999999997,8.0,7.735288953582059,340.61587715511155,0.3561093116670004,0.6438906883329993,同向仓位$71.62M，均杠杆=7.7x，均强平距离=340.6%，长期型占比=36%，高风险占比=64%,只观察 / 等待确认,历史样本/胜率不足；滚动信号钱包集中度过高，可能是单钱包异动；长窗口未成熟，不能按15d/30d成熟信号处理；窗口内含断跑gap；长期资格未通过：滚动窗口未成熟、钱包集中度过高、高杠杆占比过高；同方向高杠杆/爆仓边缘仓位占比64%；长期多空硬门槛未通过：钱包集中度过高、长窗口未成熟、含断跑gap、高杠杆占比过高(64%),主滚动窗口取15d：-$18.08M，资金分-1.6；杠杆健康：低/中杠杆31% 均8.0x；15d-$18.08M 质量=0.75 覆盖=79% 钱包=28 持续=247轮/13天；含断跑gap=1；长期资格未通过：滚动窗口未成熟、钱包集中度过高、高杠杆占比过高；历史样本不足；同方向平均强平距离340.6%较安全；资金费率中性：+0.0045%；流动性可接受：24h成交额$73.26M,2026-07-11 12:22:56,2026-07-11 20:22:56,-0.39999999999999997,-1.9800000000000002,0.0,1.9800000000000002,只观察,WATCH,BLOCK,钱包集中度过高、长窗口未成熟、含断跑gap、高杠杆占比过高(64%),short
6757,509,MINA,bullish,0.569375,低,高位突破,滚动建仓/减仓,observe,-2181.502674,0.0,-1603.2988842098796,0.8218211269235219,0.12764696496546807,-1.3231197771587726,-0.37873633600943546,-0.17500000000000004,8.0,3.000000000000001,,1.0,0.0,同向仓位$1.28M，均杠杆=3.0x，长期型占比=100%，高风险占比=0%,只观察 / 等待确认,历史样本/胜率不足；滚动信号钱包集中度过高，可能是单钱包异动；长期资格未通过：钱包集中度过高；流动性高风险：24h成交额仅$1.49M；长期多空硬门槛未通过：钱包集中度过高、Top1贡献过高(100%)、流动性风险高,主滚动窗口取6h：$1.67M，资金分+0.2；杠杆健康：低/中杠杆100% 均3.0x；6h$1.67M 质量=0.29 覆盖=83% 钱包=1 持续=2轮/1天；持续性不足：2/3轮 1/1天；Top1占比100%；长期资格未通过：钱包集中度过高；历史样本不足；靠近24h高位，可能突破延续；同方向低/中杠杆仓位占比100%；资金费率中性：+0.0013%,2026-07-11 12:22:56,2026-07-11 20:22:56,-0.17500000000000004,0.5693750000000002,0.5693750000000002,0.0,只观察,WATCH,BLOCK,钱包集中度过高、Top1贡献过高(100%)、流动性风险高,long
6758,509,HYPE,bearish,-1.745,低,普通趋势,滚动建仓/减仓,observe,-505863.1681499993,692.6936366565008,-237547.45745832435,0.2876153300212936,-0.009706997998868932,0.7334356382018372,-2.0230325733852226,-0.09999999999999998,7.0,6.60372669780209,96.28374114098743,0.5738087388395777,0.42619126116042216,同向仓位$431.46M，均杠杆=6.6x，均强平距离=96.3%，长期型占比=57%，高风险占比=43%,只观察 / 等待确认,历史样本/胜率不足；长窗口未成熟，不能按15d/30d成熟信号处理；窗口内含断跑gap；长期资格未通过：滚动窗口未成熟；同方向高杠杆仓位偏多43%；长期多空硬门槛未通过：长窗口未成熟、含断跑gap,主滚动窗口取72h：-$8.09M，资金分-1.6；72h-$8.09M 质量=1.00 覆盖=100% 钱包=14 持续=38轮/4天；其他成熟窗口同向确认1组，确认分-0.2；长期资格未通过：滚动窗口未成熟；历史样本不足；同方向平均强平距离96.3%较安全；资金费率中性：+0.0013%；流动性可接受：24h成交额$212.18M,2026-07-11 12:22:56,2026-07-11 20:22:56,-0.09999999999999998,-1.925,0.0,1.925,只观察,WATCH,BLOCK,长窗口未成熟、含断跑gap,short
6759,509,MAX,bearish,-0.6300000000000001,低,普通趋势,滚动建仓/减仓,observe,0.0,0.0,0.0,,,,,0.0,8.0,,,,,,只观察 / 等待确认,历史样本/胜率不足；滚动信号现货主导，可能是转账/归集/划转，不等于合约方向；滚动信号钱包集中度过高，可能是单钱包异动；滚动信号持续性不足，不能按长期建仓处理；长窗口未成熟，不能按15d/30d成熟信号处理；窗口内含断跑gap；长期资格未通过：滚动窗口未成熟、持续性不足、钱包集中度过高、现货主导，可能是转账/归集/划转、缺少合约/低杠杆确认；长期多空硬门槛未通过：spot-only/现货主导、钱包集中度过高、持续性不足、长窗口未成熟、含断跑gap、缺少合约/低杠杆确认,主滚动窗口取15d：-$24.48B，资金分-0.6；15d-$24.48B 质量=0.30 覆盖=71% 钱包=25 持续=44轮/12天；含断跑gap=1；现货主导100%且无合约低杠杆确认；长期资格未通过：滚动窗口未成熟、持续性不足、钱包集中度过高、现货主导，可能是转账/归集/划转、缺少合约/低杠杆确认；历史样本不足,2026-07-11 12:22:56,2026-07-11 20:22:56,0.0,-0.6300000000000001,0.0,0.6300000000000001,只观察,WATCH,BLOCK,spot-only/现货主导、钱包集中度过高、持续性不足、长窗口未成熟、含断跑gap、缺少合约/低杠杆确认,short
6760,509,UPUMP,bearish,-0.47250000000000003,低,普通趋势,滚动建仓/减仓,observe,0.0,39076.01469021852,15366.93133255817,,,,,0.0,8.0,,,,,,只观察 / 等待确认,历史样本/胜率不足；滚动信号现货主导，可能是转账/归集/划转，不等于合约方向；滚动信号钱包集中度过高，可能是单钱包异动；长窗口未成熟，不能按15d/30d成熟信号处理；窗口内含断跑gap；长期资格未通过：滚动窗口未成熟、钱包集中度过高、现货主导，可能是转账/归集/划转、缺少合约/低杠杆确认；长期多空硬门槛未通过：spot-only/现货主导、钱包集中度过高、长窗口未成熟、含断跑gap、缺少合约/低杠杆确认,主滚动窗口取15d：-$18.04M，资金分-0.5；15d-$18.04M 质量=0.23 覆盖=79% 钱包=3 持续=243轮/13天；含断跑gap=1；Top3占比100%；现货主导100%且无合约低杠杆确认；长期资格未通过：滚动窗口未成熟、钱包集中度过高、现货主导，可能是转账/归集/划转、缺少合约/低杠杆确认；历史样本不足,2026-07-11 12:22:56,2026-07-11 20:22:56,0.0,-0.47250000000000003,0.0,0.47250000000000003,只观察,WATCH,BLOCK,spot-only/现货主导、钱包集中度过高、长窗口未成熟、含断跑gap、缺少合约/低杠杆确认,short
6761,509,QONE,bullish,0.395,低,普通趋势,滚动建仓/减仓,observe,0.0,0.0,0.0,,,,,0.0,8.0,,,,,,只观察 / 等待确认,历史样本/胜率不足；滚动信号现货主导，可能是转账/归集/划转，不等于合约方向；滚动信号钱包集中度过高，可能是单钱包异动；长窗口未成熟，不能按15d/30d成熟信号处理；窗口内含断跑gap；长期资格未通过：滚动窗口未成熟、钱包集中度过高、现货主导，可能是转账/归集/划转、缺少合约/低杠杆确认；长期多空硬门槛未通过：spot-only/现货主导、钱包集中度过高、长窗口未成熟、含断跑gap、Top1贡献过高(100%)、缺少合约/低杠杆确认,主滚动窗口取15d：-$266.83M，资金分-0.1；15d-$266.83M 质量=0.05 覆盖=79% 钱包=1 持续=99轮/13天；含断跑gap=1；参与钱包少：1/3个；Top1占比100%；现货主导100%且无合约低杠杆确认；存在反向滚动窗口2组，冲突扣分+0.5；长期资格未通过：滚动窗口未成熟、钱包集中度过高、现货主导，可能是转账/归集/划转、缺少合约/低杠杆确认；历史样本不足,2026-07-11 12:22:56,2026-07-11 20:22:56,0.0,0.395,0.395,0.0,只观察,WATCH,BLOCK,spot-only/现货主导、钱包集中度过高、长窗口未成熟、含断跑gap、Top1贡献过高(100%)、缺少合约/低杠杆确认,long
